32,모질라 파이어폭스 등 정보유출 취약점 주의…업데이트 필수,https://www.dailysecu.com//news/articleView.html?idxno=122564,데일리시큐,2021-04-01 4:20
33,"VMware, 관리자 자격 증명 탈취 보안취약점 주의…업데이트 필수",https://www.dailysecu.com//news/articleView.html?idxno=122563,데일리시큐,2021-04-01 4:20
34,[정보보호 카드뉴스] 부팅 중에 악성코드가? 백신보다 먼저 작동하다니!,https://www.dailysecu.com//news/articleView.html?idxno=122529,데일리시큐,2021-04-01 4:20
35,보안취약점 연구가들을 위한 ‘제로콘 2021’…4월 8일~9일 개최,https://www.dailysecu.com//news/articleView.html?idxno=122512,데일리시큐,2021-04-01 4:20
36,BoB 9기 인증식 개최… BEST 10 및 그랑프리팀 시상,https://www.dailysecu.com//news/articleView.html?idxno=122508,데일리시큐,2021-04-01 4:20
37,"KISA, ‘정보보호 전문인력(K-Shield) 양성 교육‘ 실시",https://www.dailysecu.com//news/articleView.html?idxno=122502,데일리시큐,2021-04-01 4:20
38,OpenSSL 보안취약점 주의…최신 버전 사용 권고,https://www.dailysecu.com//news/articleView.html?idxno=122488,데일리시큐,2021-04-01 4:20
39,삼바(Samba) 보안취약점 주의…업데이트 필수,https://www.dailysecu.com//news/articleView.html?idxno=122463,데일리시큐,2021-04-01 4:20
40,"안드로이드 보안취약점, 공격자들이 무기화해 공격에 활용",https://www.dailysecu.com//news/articleView.html?idxno=122393,데일리시큐,2021-04-01 4:20
41,특정 기업 겨냥한 회계법인 위장 악성메일 주의,https://www.dailysecu.com//news/articleView.html?idxno=122390,데일리시큐,2021-04-01 4:20
42,전국 고등학교 대상 정보보안 교육 운영 지원사업 참여학교 모집,https://www.dailysecu.com//news/articleView.html?idxno=122382,데일리시큐,2021-04-01 4:20
43,‘엔드포인트 보안’ 온라인 세미나 개최…29일 오후 2시~3시,https://www.dailysecu.com//news/articleView.html?idxno=122381,데일리시큐,2021-04-01 4:20
44,상반기 최대 개인정보보호&정보보안 컨퍼런스 ‘G-PRIVACY 2021’ 4월 28일~29일 개최…참가기업 모집중,https://www.dailysecu.com//news/articleView.html?idxno=122380,데일리시큐,2021-04-01 4:20
45,줌 사용시 주의…사용자 정보 노출 취약점 발견,https://www.dailysecu.com//news/articleView.html?idxno=122362,데일리시큐,2021-04-01 4:20
46,"트렌드마이크로, ‘2020년 위협 결과 보고서’ 발표",https://www.dailysecu.com//news/articleView.html?idxno=122347,데일리시큐,2021-04-01 4:20
47,[데이터융합포럼 특별기고 8] 마케팅 패러다임의 변화와 소비자 데이터의 중요성,https://www.dailysecu.com//news/articleView.html?idxno=122287,데일리시큐,2021-04-01 4:20
48,‘EDR 솔루션과 엔드포인트 보안’ 웨비나 개최…29일 오후 2시~3시,https://www.dailysecu.com//news/articleView.html?idxno=122285,데일리시큐,2021-04-01 4:20
49,여행앱 통해 수백만명 민감 데이터 노출 위험,https://www.dailysecu.com//news/articleView.html?idxno=122276,데일리시큐,2021-04-01 4:20
50,애플 엑스코드 개발 환경 사용하는 개발자 표적 대상 표적공격,https://www.dailysecu.com//news/articleView.html?idxno=122244,데일리시큐,2021-04-01 4:20
51,Decided to move on from your NGAV/EDR? A Guide for Small Security Teams to What's Next,https://thehackernews.com/2021/03/decided-to-move-on-from-your-ngavedr.html,TheHackerNews,2021-04-01 4:20
52,Hackers are implanting multiple backdoors at industrial targets in Japan,https://thehackernews.com/2021/03/hackers-are-implanting-multiple.html,TheHackerNews,2021-04-01 4:20
53,MobiKwik Suffers Major Breach — KYC Data of 3.5 Million Users Exposed,https://thehackernews.com/2021/03/mobikwik-suffers-major-breach-kyc-data.html,TheHackerNews,2021-04-01 4:20
54,Flaws in Ovarro TBox RTUs Could Open Industrial Systems to Remote Attacks,https://thehackernews.com/2021/03/flaws-in-ovarro-tbox-rtus-could-open.html,TheHackerNews,2021-04-01 4:20
55,New Bugs Could Let Hackers Bypass Spectre Attack Mitigations On Linux Systems,https://thehackernews.com/2021/03/new-bugs-could-let-hackers-bypass.html,TheHackerNews,2021-04-01 4:20
56,How to Effectively Prevent Email Spoofing Attacks in 2021?,https://thehackernews.com/2021/03/how-to-effectively-prevent-email.html,TheHackerNews,2021-04-01 4:20
57,PHP's Git Server Hacked to Insert Secret Backdoor to Its Source code,https://thehackernews.com/2021/03/phps-git-server-hacked-to-insert-secret.html,TheHackerNews,2021-04-01 4:20
58,Watch Out! That Android System Update May Contain A Powerful Spyware,https://thehackernews.com/2021/03/watch-out-that-android-system-update.html,TheHackerNews,2021-04-01 4:20
59,Apple Issues Urgent Patch Update for Another Zero‑Day Under Attack,https://thehackernews.com/2021/03/apple-issues-urgent-patch-update-for.html,TheHackerNews,2021-04-01 4:20
,,,,
